col_id,id,likes_count,from_id,from_name,message,created_time,type,link,comments_count,shares_count,love_count,haha_count,wow_count,sad_count,angry_count,datetime,month,like_button,positive_reaction
17,184377348315163_1309668615786025,730,184e12,Ford UK,NA,2017-05-13T07:58:23Z,video,https://www.facebook.com/drivetribe/videos/439273026452841/,95,0,81,1,37,0,0,2017-05-13T07:58:23Z,2017-05,849,119
18,184377348315163_1315812575171629,197,184e12,Ford UK,Moving just got mobile. Meet Ford Pass: The innovative new app that gets you around. Download at www.fordpass.co.uk,2017-05-19T13:59:46Z,video,https://www.facebook.com/forduk/videos/1315812575171629/,22,37,4,2,1,0,1,2017-05-19T13:59:46Z,2017-05,205,7
19,184377348315163_1322887984464088,60,184e12,Ford UK,NA,2017-05-26T14:54:59Z,video,https://www.facebook.com/forduk/videos/1322887984464088/,1,7,8,0,4,0,0,2017-05-26T14:54:59Z,2017-05,72,12
20,184377348315163_1328190477267172,174,184e12,Ford UK,FordPass. The app that takes you forward. Download today at www.fordpass.co.uk,2017-06-01T10:48:37Z,video,https://www.facebook.com/forduk/videos/1328190477267172/,26,18,2,0,0,0,0,2017-06-01T10:48:37Z,2017-06,176,2
21,184377348315163_1332035493549337,5458,184e12,Ford UK,The Isle of Man Roads Policing Unit had an upgrade over the weekend.,2017-06-05T10:03:26Z,photo,https://www.facebook.com/forduk/photos/a.206936006059297.51708.184377348315163/1332035493549337/?type=3,911,1254,362,36,328,1,7,2017-06-05T10:03:26Z,2017-06,6192,726
22,184377348315163_1333364460083107,59,184e12,Ford UK,NA,2017-06-06T14:05:40Z,video,https://www.facebook.com/forduk/videos/1333364460083107/,2,14,3,0,0,0,0,2017-06-06T14:05:40Z,2017-06,62,3
23,184377348315163_1337008863052000,35,184e12,Ford UK,"Team Ford EcoBoost have been busy preparing for the London Nocturne this weekend, and we’re proud to support them.",2017-06-11T09:00:00Z,photo,https://www.facebook.com/forduk/photos/a.206936006059297.51708.184377348315163/1337008863052000/?type=3,0,2,0,0,0,0,0,2017-06-11T09:00:00Z,2017-06,35,0
24,184377348315163_1340798332673053,132,184e12,Ford UK,NA,2017-06-13T15:30:00Z,photo,https://www.facebook.com/forduk/photos/a.268010813285149.64718.184377348315163/1340798332673053/?type=3,2,3,6,0,2,0,0,2017-06-13T15:30:00Z,2017-06,140,8
25,184377348315163_1341617315924488,2510,184e12,Ford UK,"""I will prepare, and some day my chance will come.""",2017-06-14T08:50:48Z,photo,https://www.facebook.com/forduk/photos/a.206936006059297.51708.184377348315163/1341617315924488/?type=3,45,68,35,16,8,0,1,2017-06-14T08:50:48Z,2017-06,2570,59
26,184377348315163_1343840632368823,828,184e12,Ford UK,We're nearly ready to go like hell.,2017-06-16T10:30:12Z,video,https://www.facebook.com/forduk/videos/1343840632368823/,33,119,25,0,8,0,0,2017-06-16T10:30:12Z,2017-06,861,33
27,184377348315163_1343826632370223,558,184e12,Ford UK,Good luck to Team Ford EcoBoost this weekend in the Curlew Cup. You'll smash it! <ed><U+00A0><U+00BC><ed><U+00BF><U+0086><ed><U+00A0><U+00BC><ed><U+00BF><U+0081><ed><U+00A0><U+00BD><ed><U+00BA><U+00B4>,2017-06-16T15:01:03Z,photo,https://www.facebook.com/forduk/photos/a.206936006059297.51708.184377348315163/1343826632370223/?type=3,9,22,6,0,0,0,0,2017-06-16T15:01:03Z,2017-06,564,6
28,184377348315163_1344428832310003,22,184e12,Ford UK,We're ready. Are you? Catch the action live http://FordPerformance.tv,2017-06-17T07:00:00Z,photo,https://www.facebook.com/forduk/photos/a.206936006059297.51708.184377348315163/1344428832310003/?type=3,1,2,1,0,0,0,0,2017-06-17T07:00:00Z,2017-06,23,1
29,184377348315163_1344430242309862,127,184e12,Ford UK,"When the stars of pop Little Mix, met the most popular sports car in the world: Ford Mustang.",2017-06-17T09:00:00Z,video,https://www.facebook.com/forduk/videos/1344430242309862/,24,13,7,3,1,0,2,2017-06-17T09:00:00Z,2017-06,140,11
30,184377348315163_1344423455643874,9,184e12,Ford UK,"Sure Team Sky can race on two wheels, but who is the best driver?",2017-06-17T11:00:00Z,video,https://www.facebook.com/forduk/videos/1344423455643874/,1,1,0,0,0,0,0,2017-06-17T11:00:00Z,2017-06,9,0
31,184377348315163_1345457015540518,77,184e12,Ford UK,"2017 World Endurance ChampionshipRound Three, Le MansCircuit de la Sarthe, Le Mans10th – 18th June 2017",2017-06-17T11:00:00Z,photo,https://www.facebook.com/forduk/photos/a.1345456958873857.1073741963.184377348315163/1345457015540518/?type=3,1,4,3,0,2,0,0,2017-06-17T11:00:00Z,2017-06,82,5
32,184377348315163_1342747639144789,2830,184e12,Ford UK,NA,2017-06-17T15:00:00Z,video,https://www.facebook.com/forduk/videos/1342747639144789/,1733,1945,101,1006,10,2,1,2017-06-17T15:00:00Z,2017-06,3950,1117
33,184377348315163_1345415485544671,95,184e12,Ford UK,Night time at Le Mans is a truly amazing spectacle. GO LIKE HELL boys!!,2017-06-17T22:50:46Z,photo,https://www.facebook.com/forduk/photos/a.206936006059297.51708.184377348315163/1345415485544671/?type=3,0,1,1,1,2,0,0,2017-06-17T22:50:46Z,2017-06,99,4
34,184377348315163_1345536598865893,224,184e12,Ford UK,It's not just Ford GT at Le Mans. Here is our Ford Mustang,2017-06-18T08:00:00Z,photo,https://www.facebook.com/forduk/photos/a.206936006059297.51708.184377348315163/1345536598865893/?type=3,6,8,21,0,0,0,0,2017-06-18T08:00:00Z,2017-06,245,21
35,184377348315163_1345777245508495,459,184e12,Ford UK,Here's the only pit lane video you'll need to see today. See what it's like in the Ford garage during 24 Heures du Mans,2017-06-18T09:25:24Z,video,https://www.facebook.com/forduk/videos/1345777245508495/,34,51,13,0,1,0,0,2017-06-18T09:25:24Z,2017-06,473,14
36,184377348315163_1348981938521359,118,184e12,Ford UK,We're thrilled that Leah Bruce has won the Manufacturing category for Ford http://buff.ly/2sPOz52,2017-06-21T11:42:11Z,link,http://buff.ly/2sPOz52,31,6,6,0,0,0,0,2017-06-21T11:42:11Z,2017-06,124,6
37,184377348315163_1349159585170261,102,184e12,Ford UK,"With the Le Tour de France just around the corner now, what are Team Sky riders best memory on the saddle?",2017-06-21T15:50:00Z,video,https://www.facebook.com/forduk/videos/1349159585170261/,23,11,1,2,0,0,0,2017-06-21T15:50:00Z,2017-06,105,3
38,184377348315163_1350873571665529,159,184e12,Ford UK,You'll want the volume up for this.,2017-06-23T10:51:37Z,video,https://www.facebook.com/forduk/videos/1350873571665529/,15,33,18,0,4,0,0,2017-06-23T10:51:37Z,2017-06,181,22
39,184377348315163_1350890284997191,59,184e12,Ford UK,Fantastic to see @forduk engineers host female students and collegiate engineers for discussions and activities as part of International Women in Engineering Day.,2017-06-23T11:24:30Z,photo,https://www.facebook.com/forduk/photos/a.206936006059297.51708.184377348315163/1350970978322455/?type=3,7,11,2,0,0,0,0,2017-06-23T11:24:30Z,2017-06,61,2
